,Image Name,GPU Usage Time (s),Total Time (s)
0,001_Piatto anteriore.jpg,2.8980478820800784,25.14342999458313
1,002_contro piatto anteriore.jpg,1.4843223724365235,22.573975563049316
2,003_carta di guardia anteriore r.jpg,1.3707653884887696,23.015165328979492
3,004_carta di guardia anteriore v.jpg,1.5773753423690795,24.212488174438477
4,005_frontespizio  r.jpg,1.3909217529296876,24.40212082862854
5,006_frontespizio v.jpg,1.1223511352539064,23.964105129241943
6,007_a2r.jpg,1.4464740600585937,24.747225761413578
7,008_a2v.jpg,1.0576082000732423,24.26841735839844
8,009_a3 r.jpg,1.2372828674316407,24.356990337371823
9,010_a3v.jpg,1.0582840118408203,24.751559019088745
10,011_a4 r.jpg,1.3138880920410156,23.81669020652771
11,012_a4v.jpg,1.060578903198242,24.941295862197876
12,013_a5 r.jpg,1.2048303680419925,23.775892972946167
13,014_a5v.jpg,1.0624783782958984,24.97977185249329
14,015_a6 r.jpg,1.2044041290283205,24.180274724960327
15,016_a6v.jpg,1.0691040191650392,24.988749980926514
16,017_a7 r.jpg,1.1924421691894531,24.37719178199768
17,018_a7v.jpg,1.0563280181884769,24.930238485336304
18,019_a8 r.jpg,1.3582171020507812,24.800996780395508
19,020_a8v.jpg,1.5795898513793944,25.76763939857483
20,021_b1 r.jpg,0.8863372879028321,23.697402238845825
21,022_b1v.jpg,1.0544949493408202,25.077934980392456
22,023_b2r.jpg,0.8369738655090332,23.547930479049683
23,024_b2v.jpg,1.0553528900146485,24.899188995361328
24,025_b3r.jpg,0.8372568626403809,23.681143522262573
25,026_b3v.jpg,1.2615145111083983,24.90365219116211
26,027_b4r.jpg,1.3464845275878905,23.89250612258911
27,028_b4v.jpg,1.1951925506591796,24.767956733703613
28,029_b5r.jpg,1.249073257446289,24.29686737060547
29,030_b5v.jpg,1.1947743072509769,24.991878986358643
30,031_b6r.jpg,0.9053785705566406,22.928812503814697
31,032_b6v.jpg,1.195000778198242,24.713792085647583
32,033_b7r.jpg,1.393090560913086,24.62402892112732
33,034_b7v.jpg,1.1940658569335938,24.910731077194217
34,035_b8r.jpg,1.283093406677246,23.96527910232544
35,036_b8v.jpg,1.193281814575195,24.849666357040405
36,037_c1r.jpg,1.239749481201172,23.91390109062195
37,038_c1v.jpg,1.1922751464843748,24.8934063911438
38,039_c2r.jpg,1.2428851623535158,23.59349679946899
39,040_c2v.jpg,1.1928268432617188,24.68559217453003
40,041_c3r.jpg,1.240899787902832,22.993160486221313
41,042_c3v.jpg,1.193300048828125,24.72719669342041
42,043_c4r.jpg,1.2413809051513671,23.53060102462769
43,044_c4v.jpg,1.194768280029297,24.74010682106018
44,045_c5r.jpg,1.2401087493896483,23.19020104408264
45,046_c5v.jpg,1.1939989166259766,24.423779010772705
46,047_c6r.jpg,1.2368660049438476,23.24349880218506
47,048_c6v.jpg,1.1949797668457032,24.625877618789673
48,049_c7r.jpg,1.2382166748046874,23.368192434310913
49,050_c7v.jpg,1.1955557098388672,24.604180812835693
50,051_c8r.jpg,0.9937891693115236,23.416527271270752
51,052_c8v.jpg,1.20093505859375,24.578917026519775
52,053_d1r.jpg,0.9395942001342774,23.595520734786987
53,054_d1v.jpg,1.194972915649414,24.78441882133484
54,055_d2r.jpg,0.886852882385254,23.274271488189697
55,056_d2v.jpg,1.193978759765625,24.87993621826172
56,057_d3r.jpg,0.9328366775512696,23.6834557056427
57,058_d3v.jpg,1.1962381134033204,24.773236989974976
58,059_d4r.jpg,1.0260258865356444,23.93391489982605
59,060_d4v.jpg,1.5452984466552735,24.82320523262024
60,061_d5r.jpg,1.3283405303955078,24.040645122528076
61,062_d5v.jpg,1.5240214080810546,24.99484658241272
62,063_d6r.jpg,1.3165062866210937,24.369575262069706
63,064_d6v.jpg,1.5081132354736329,24.687414169311523
64,065_d7r.jpg,1.3148782424926757,23.963497638702393
65,066_d7v.jpg,1.2421369171142578,24.3107168674469
66,067_d8r.jpg,1.2706374282836914,23.705238103866577
67,068_d8v.jpg,1.3775832977294922,24.415409326553345
68,069_e1r.jpg,1.381995819091797,24.236350774765015
69,070_e1v.jpg,1.5077777709960938,24.95541262626648
70,071_e2r.jpg,1.3924101638793944,23.800015687942505
71,072_e2v.jpg,1.1779493713378906,24.579114198684692
72,073_e3r.jpg,1.3572604904174803,23.693660497665405
73,074_e3v.jpg,1.0566218109130858,24.69023561477661
74,075_e4r.jpg,1.3593906707763672,23.737745761871334
75,076_e4v.jpg,1.4064228515625,24.646692514419556
76,077_e5r.jpg,1.1426279525756835,23.507015705108643
77,078_e5v.jpg,1.2473270263671876,24.39982295036316
78,079_e6r.jpg,1.1431111297607424,23.65949869155884
79,080_e6v.jpg,1.2149362182617187,23.95728540420532
80,081_e7r.jpg,1.4433237686157223,24.640631437301636
81,082_e7v.jpg,1.0196439361572267,23.435779809951782
82,083_e8r.jpg,1.4438154144287108,24.85637402534485
83,084_e8v.jpg,0.9566084136962892,23.868834972381592
84,085_f1r.jpg,1.3990994033813475,24.302354335784912
85,086_f1v.jpg,1.50983740234375,24.902401208877563
86,087_f2r.jpg,1.4152038650512695,24.439212322235107
87,088_f2v.jpg,1.5083301696777345,24.819166898727417
88,089_f3r.jpg,1.3706568145751952,24.335577726364136
89,090_f3v.jpg,1.5088462982177733,25.00136637687683
90,091_f4r.jpg,1.5029307680130006,25.109440088272095
91,092_f4v.jpg,1.1901866607666016,24.252480030059814
92,093_f5r.jpg,1.371906478881836,24.068697690963745
93,094_f5v.jpg,1.193029067993164,24.66921067237854
94,095_f6r.jpg,1.4159985733032223,24.60471272468567
95,096_f6v.jpg,1.1930135803222657,24.36331605911255
96,097_f7r.jpg,1.4136076583862305,24.463048458099365
97,098_f7v.jpg,1.192612045288086,23.952414989471436
98,099_f8r.jpg,1.3851436843872071,21.89511728286743
99,100_f8v.jpg,1.1931404418945313,23.186158895492554
100,101_g1r.jpg,1.3901435317993165,22.79632878303528
101,102_g1v.jpg,1.1933766632080078,24.289382934570312
102,103_g2r.jpg,1.3975733947753906,24.086647033691406
103,104_g2v.jpg,1.2019810791015626,24.029817819595337
104,105_g3r.jpg,1.4761727447509765,23.778083562850952
105,106_g3v.jpg,1.191951873779297,23.502485036849976
106,107_carta di guardia posteriore r.jpg,0.9619906005859374,22.012717723846436
107,108_carta di guardia posteriore v.jpg,1.2008825073242189,23.20130610466003
108,109_contropiatto posteriore.jpg,0.9797383422851562,22.79709553718567
109,110_piatto posteriore.jpg,1.0729077529907227,22.776033639907837
110,Average,1.253988138060136,24.170963404395362
