,Image Name,GPU Usage Time (s),Total Time (s)
0,018_a7v.jpg,3.545963348388672,14.146401166915894
1,060_d4v.jpg,4.127587860107422,11.838493585586548
2,010_a3v.jpg,3.0525820617675783,10.483492851257324
3,036_b8v.jpg,3.35409326171875,10.425216674804688
4,065_d7r.jpg,3.4837825317382816,10.084904193878174
5,069_e1r.jpg,3.614082427978515,10.782723665237429
6,075_e4r.jpg,3.467450927734375,10.062486410140991
7,076_e4v.jpg,3.610715423583984,10.725298881530762
8,007_a2r.jpg,3.810225982666015,11.289234161376951
9,092_f4v.jpg,3.386097869873047,10.22973918914795
10,105_g3r.jpg,3.7332612304687496,10.554986715316772
11,073_e3r.jpg,3.4258819274902343,10.310273170471191
12,094_f5v.jpg,3.281360687255859,10.325132131576538
13,026_b3v.jpg,3.320074493408203,10.49922513961792
14,046_c5v.jpg,3.4322546386718753,10.800517559051514
15,040_c2v.jpg,3.308738952636719,10.140644311904907
16,097_f7r.jpg,3.6263760070800783,10.223515033721924
17,049_c7r.jpg,3.183738037109375,10.28388810157776
18,082_e7v.jpg,2.771812957763672,9.82771635055542
19,038_c1v.jpg,3.406917266845703,10.580654859542848
20,074_e3v.jpg,3.0695478820800783,10.206623792648315
21,108_carta di guardia posteriore v.jpg,3.3932467346191406,9.752102375030518
22,025_b3r.jpg,2.578045135498047,9.24365735054016
23,063_d6r.jpg,3.4091973571777343,10.318228960037231
24,056_d2v.jpg,3.3539054870605467,10.856911182403564
25,039_c2r.jpg,3.3144301757812498,10.283698558807371
26,037_c1r.jpg,3.2435307006835936,10.922420263290403
27,077_e5r.jpg,3.180822784423828,10.166452884674072
28,084_e8v.jpg,2.8362334594726564,10.07231068611145
29,096_f6v.jpg,3.3859458007812497,10.462034702301024
30,004_carta di guardia anteriore v.jpg,4.036921897888184,11.05928111076355
31,021_b1 r.jpg,2.5557572326660156,9.433292150497437
32,103_g2r.jpg,3.430593811035156,10.114078760147097
33,009_a3 r.jpg,3.321654235839844,9.815027952194214
34,048_c6v.jpg,3.3112604064941404,10.01229453086853
35,085_f1r.jpg,3.512545959472656,9.77760887145996
36,003_carta di guardia anteriore r.jpg,3.4998096923828124,9.972355365753174
37,064_d6v.jpg,3.7276245117187496,10.786655187606812
38,005_frontespizio  r.jpg,3.5655595397949216,11.29133677482605
39,086_f1v.jpg,4.009502197265625,11.685587167739868
40,041_c3r.jpg,3.2731248474121095,10.35038137435913
41,052_c8v.jpg,3.312816101074219,10.84790062904358
42,014_a5v.jpg,3.1038717346191405,10.293780088424684
43,020_a8v.jpg,3.8806370162963866,11.371918678283691
44,011_a4 r.jpg,3.3977059936523437,10.894395589828491
45,072_e2v.jpg,3.209246643066406,10.804742336273192
46,068_d8v.jpg,3.5405020751953127,10.525760889053345
47,100_f8v.jpg,3.3779576110839846,9.918018817901611
48,102_g1v.jpg,3.445050567626953,10.934966325759888
49,024_b2v.jpg,3.094682891845703,10.131211280822754
50,070_e1v.jpg,3.711818481445312,10.891871452331545
51,054_d1v.jpg,3.3568578186035154,10.77306628227234
52,043_c4r.jpg,3.219792236328125,10.168975353240969
53,031_b6r.jpg,2.6139056396484373,9.997953414916992
54,080_e6v.jpg,3.599359313964843,10.719339847564695
55,066_d7v.jpg,3.341723907470703,10.437774896621704
56,106_g3v.jpg,3.3443343200683593,9.812396764755247
57,071_e2r.jpg,3.365099975585937,10.348773002624512
58,047_c6r.jpg,3.15702880859375,9.976496696472168
59,090_f3v.jpg,4.119618499755859,11.379465579986572
60,044_c4v.jpg,3.3592629394531253,10.51835298538208
61,035_b8r.jpg,3.3287230834960937,10.31576442718506
62,033_b7r.jpg,3.5433797607421877,11.21645212173462
63,095_f6r.jpg,3.7103862304687496,11.085436582565308
64,030_b5v.jpg,3.367082763671875,10.364715814590454
65,093_f5r.jpg,3.420882080078125,10.133663892745972
66,078_e5v.jpg,3.4084070129394535,11.1821391582489
67,012_a4v.jpg,3.0823389587402343,10.784258842468262
68,081_e7r.jpg,3.809511657714843,10.94213581085205
69,079_e6r.jpg,3.004214569091797,9.586832284927368
70,001_Piatto anteriore.jpg,2.857288940429687,8.304022312164307
71,062_d5v.jpg,3.7635392456054686,10.421596050262451
72,028_b4v.jpg,3.401672058105469,10.513187170028688
73,059_d4r.jpg,2.9829074707031253,9.877692937850952
74,045_c5r.jpg,3.1610890808105467,9.57923150062561
75,055_d2r.jpg,2.605515365600586,9.274880409240724
76,083_e8r.jpg,3.6963282165527342,10.451647281646729
77,061_d5r.jpg,3.6308911743164063,10.424192190170288
78,042_c3v.jpg,3.3965030822753906,10.845059871673584
79,110_piatto posteriore.jpg,2.998604583740234,9.161743640899658
80,091_f4r.jpg,3.997008159637451,11.466252565383911
81,088_f2v.jpg,4.142622802734374,11.1738121509552
82,058_d3v.jpg,3.388257415771484,10.530439138412476
83,050_c7v.jpg,3.341514373779297,10.204485893249512
84,032_b6v.jpg,3.3239146728515623,10.547262907028198
85,027_b4r.jpg,3.3985303649902345,10.472699642181396
86,034_b7v.jpg,3.331056518554687,11.034078121185305
87,051_c8r.jpg,2.816543380737305,9.68864393234253
88,019_a8 r.jpg,3.4274728088378903,10.448965311050417
89,053_d1r.jpg,2.807866363525391,9.707627058029177
90,101_g1r.jpg,3.510508544921875,10.140233755111694
91,104_g2v.jpg,3.394323791503906,10.826587915420532
92,008_a2v.jpg,3.072823455810547,9.82404851913452
93,016_a6v.jpg,3.027326721191406,10.75104022026062
94,099_f8r.jpg,3.3910598449707035,9.288830757141112
95,017_a7 r.jpg,3.2495656738281253,10.54645562171936
96,013_a5 r.jpg,3.1444374999999996,9.78162407875061
97,107_carta di guardia posteriore r.jpg,2.773458465576172,9.024490118026732
98,015_a6 r.jpg,3.1787992858886716,9.869537115097046
99,087_f2r.jpg,3.614476135253906,10.459484100341797
100,023_b2r.jpg,2.5409972000122067,9.812897443771362
101,057_d3r.jpg,2.7746919860839845,9.385601282119753
102,067_d8r.jpg,3.3500402832031253,9.94792914390564
103,109_contropiatto posteriore.jpg,2.7934777526855465,8.427114725112915
104,098_f7v.jpg,3.387880462646484,10.22667956352234
105,022_b1v.jpg,3.0709077758789065,10.250569343566896
106,089_f3r.jpg,3.388772003173828,10.026962995529177
107,002_contro piatto anteriore.jpg,3.418596710205078,9.017828226089478
108,029_b5r.jpg,3.3065210876464843,9.785014629364014
109,006_frontespizio v.jpg,3.024982604980469,9.287825107574465
110,Average,3.3369202709198,10.339670170437206
