,Image Name,GPU Usage Time (s),Total Time (s)
0,018_a7v.jpg,3.249860900878906,10.552115201950071
1,060_d4v.jpg,3.497620758056641,8.21684193611145
2,010_a3v.jpg,2.9210072937011717,7.753706455230713
3,036_b8v.jpg,3.153159301757813,8.115118503570557
4,065_d7r.jpg,3.2113323059082033,7.740063905715942
5,069_e1r.jpg,3.227581237792969,8.05991268157959
6,075_e4r.jpg,3.1446019897460937,7.667676687240601
7,076_e4v.jpg,3.322457305908203,7.816677093505859
8,007_a2r.jpg,3.27555615234375,8.053735971450806
9,092_f4v.jpg,3.151499877929687,7.830122947692871
10,105_g3r.jpg,3.4589518432617186,7.922169923782349
11,073_e3r.jpg,3.1275711975097655,7.609340190887451
12,094_f5v.jpg,3.156742401123047,7.968338251113892
13,026_b3v.jpg,3.147899627685547,8.054764986038208
14,046_c5v.jpg,3.1726157836914064,7.8422300815582275
15,040_c2v.jpg,3.1592498168945315,7.974876165390015
16,097_f7r.jpg,3.2833875427246095,7.682025909423828
17,049_c7r.jpg,3.02471337890625,7.17675518989563
18,082_e7v.jpg,2.719048873901367,7.0478010177612305
19,038_c1v.jpg,3.1245309753417967,7.415486335754395
20,074_e3v.jpg,2.9087584381103513,7.415762662887573
21,108_carta di guardia posteriore v.jpg,3.156029724121094,7.1650049686431885
22,025_b3r.jpg,2.525257652282715,6.944612741470337
23,063_d6r.jpg,3.2480455017089844,7.510715007781982
24,056_d2v.jpg,3.1376643676757814,7.686266422271728
25,039_c2r.jpg,3.016695281982422,7.297788858413696
26,037_c1r.jpg,2.983007110595703,7.373557806015015
27,077_e5r.jpg,2.866739227294922,7.102365732192993
28,084_e8v.jpg,2.691310791015625,7.1933839321136475
29,096_f6v.jpg,3.154974182128906,7.608621835708618
30,004_carta di guardia anteriore v.jpg,3.5289261207580567,7.412019968032837
31,021_b1 r.jpg,2.5089430007934572,6.909688472747803
32,103_g2r.jpg,3.176631988525391,7.672900438308716
33,009_a3 r.jpg,3.122690063476562,7.704054117202759
34,048_c6v.jpg,3.1137454528808597,7.940452814102173
35,085_f1r.jpg,3.171452941894531,7.595904111862183
36,003_carta di guardia anteriore r.jpg,3.1665500793457033,6.920705318450928
37,064_d6v.jpg,3.475124542236328,7.989493370056152
38,005_frontespizio  r.jpg,3.2569266052246095,8.105072975158691
39,086_f1v.jpg,3.477465240478516,8.168527841567993
40,041_c3r.jpg,2.984831512451172,7.3295512199401855
41,052_c8v.jpg,3.1549093933105468,7.835019588470459
42,014_a5v.jpg,2.9505954895019526,7.508809804916382
43,020_a8v.jpg,3.570522392272949,8.230944633483887
44,011_a4 r.jpg,3.105443603515625,7.517621278762817
45,072_e2v.jpg,3.0439573974609377,7.759144067764282
46,068_d8v.jpg,3.3133072204589844,7.976598024368286
47,100_f8v.jpg,3.136110595703125,6.983143091201782
48,102_g1v.jpg,3.1773820190429687,8.0262770652771
49,024_b2v.jpg,2.936004241943359,7.507462739944458
50,070_e1v.jpg,3.4417335815429686,8.060875177383423
51,054_d1v.jpg,3.1654757385253904,7.827720880508423
52,043_c4r.jpg,2.9397516174316403,7.1320319175720215
53,031_b6r.jpg,2.532205627441406,6.774540662765503
54,080_e6v.jpg,3.2030616149902347,7.634756565093994
55,066_d7v.jpg,3.166170867919922,7.879909515380859
56,106_g3v.jpg,3.154819854736328,7.195368528366089
57,071_e2r.jpg,3.1661084899902345,7.604020833969116
58,047_c6r.jpg,3.018058258056641,7.245607376098633
59,090_f3v.jpg,3.4418429260253904,8.042249202728271
60,044_c4v.jpg,3.120824340820312,7.559734106063843
61,035_b8r.jpg,3.178003143310547,7.568033218383789
62,033_b7r.jpg,3.2671896667480467,8.027797937393188
63,095_f6r.jpg,3.3216047058105467,7.960711717605591
64,030_b5v.jpg,3.1595094604492187,8.01358437538147
65,093_f5r.jpg,3.1246038818359376,7.68224573135376
66,078_e5v.jpg,3.1733069458007814,8.020216226577759
67,012_a4v.jpg,2.9387816467285157,7.750629663467407
68,081_e7r.jpg,3.363047393798828,7.973721027374268
69,079_e6r.jpg,2.893771301269531,7.187644004821777
70,001_Piatto anteriore.jpg,2.709739318847656,6.40194845199585
71,062_d5v.jpg,3.443642211914063,8.127291679382324
72,028_b4v.jpg,3.1364403686523437,7.962672233581543
73,059_d4r.jpg,2.8195286102294923,7.362826108932495
74,045_c5r.jpg,3.0016275329589845,7.346076011657715
75,055_d2r.jpg,2.5656916961669927,7.039297103881836
76,083_e8r.jpg,3.339004699707031,7.977745294570923
77,061_d5r.jpg,3.207437225341797,7.66034197807312
78,042_c3v.jpg,3.1367608642578126,7.793430805206299
79,110_piatto posteriore.jpg,2.799189056396484,6.596538305282593
80,091_f4r.jpg,3.5414925155639647,8.420945405960083
81,088_f2v.jpg,3.433138244628906,8.042120933532715
82,058_d3v.jpg,3.130195648193359,7.840011596679688
83,050_c7v.jpg,3.146803497314453,7.7795257568359375
84,032_b6v.jpg,3.1391642761230467,7.940488815307617
85,027_b4r.jpg,3.1554990234375,7.749734401702881
86,034_b7v.jpg,3.1641717224121093,8.025427341461182
87,051_c8r.jpg,2.712245254516602,6.9212965965271
88,019_a8 r.jpg,3.262467346191406,8.04149341583252
89,053_d1r.jpg,2.71300668334961,7.30860424041748
90,101_g1r.jpg,3.1082600708007813,7.399374008178711
91,104_g2v.jpg,3.1633897705078127,7.635855436325073
92,008_a2v.jpg,2.9627116088867185,7.104491710662842
93,016_a6v.jpg,2.940722930908203,7.819724082946777
94,099_f8r.jpg,3.063329849243164,6.995883941650391
95,017_a7 r.jpg,3.0127029418945312,7.730263948440552
96,013_a5 r.jpg,2.9654692077636717,7.459947109222412
97,107_carta di guardia posteriore r.jpg,2.615943817138672,6.230349779129028
98,015_a6 r.jpg,2.902737091064453,7.254977226257324
99,087_f2r.jpg,3.3017579345703125,7.64331316947937
100,023_b2r.jpg,2.5083235473632812,6.977393865585327
101,057_d3r.jpg,2.720833755493164,7.06067419052124
102,067_d8r.jpg,3.08955776977539,7.403517484664917
103,109_contropiatto posteriore.jpg,2.7076128845214846,6.3281333446502686
104,098_f7v.jpg,3.1651141357421873,7.548452138900757
105,022_b1v.jpg,2.9782726440429688,7.718433618545532
106,089_f3r.jpg,3.141043853759766,7.349268198013306
107,002_contro piatto anteriore.jpg,3.1232522277832033,7.20623779296875
108,029_b5r.jpg,3.0817369384765625,7.6608803272247314
109,006_frontespizio v.jpg,2.9468716125488283,7.14133095741272
110,Average,3.0946922926816076,7.60035407109694
