Image Name,GPU Usage Time (s),Total Time (s)
001_Piatto anteriore.jpg,1.4189055175781249,23.339452028274536
002_contro piatto anteriore.jpg,1.4471683044433594,22.368874311447144
003_carta di guardia anteriore r.jpg,1.365837158203125,23.01117992401123
004_carta di guardia anteriore v.jpg,1.8160896911621096,24.4080708026886
005_frontespizio  r.jpg,1.38797021484375,24.408612728118896
006_frontespizio v.jpg,1.1167357788085936,23.954340934753414
007_a2r.jpg,1.4284964599609375,24.56877994537353
008_a2v.jpg,1.0519639587402343,24.13896894454956
009_a3 r.jpg,1.2348579711914065,24.1727557182312
010_a3v.jpg,1.0522147521972656,24.688800573349
011_a4 r.jpg,1.3058246765136718,23.837748527526852
012_a4v.jpg,1.0574064025878906,24.79564118385315
013_a5 r.jpg,1.1981475830078123,23.556991815567017
014_a5v.jpg,1.0557449493408204,25.071208953857425
015_a6 r.jpg,1.2036814270019531,24.0420560836792
016_a6v.jpg,1.0569590148925785,24.803870916366577
017_a7 r.jpg,1.1957684326171876,24.44476127624512
018_a7v.jpg,1.0545354919433594,25.000954627990723
019_a8 r.jpg,1.3848677062988282,24.950015783309937
020_a8v.jpg,1.5770012512207032,25.471490383148197
021_b1 r.jpg,0.879824851989746,23.613614559173584
022_b1v.jpg,1.054174301147461,25.058109045028687
023_b2r.jpg,0.8264589042663575,23.456717014312744
024_b2v.jpg,1.0525045776367188,24.76322555541992
025_b3r.jpg,0.8283298110961914,23.508217811584476
026_b3v.jpg,1.2599779663085937,24.684574842453003
027_b4r.jpg,1.35261279296875,24.01759433746338
028_b4v.jpg,1.1995479736328123,24.905083656311035
029_b5r.jpg,1.2457188110351562,24.334856748580933
030_b5v.jpg,1.189698760986328,24.98589038848877
031_b6r.jpg,0.903033088684082,23.160542726516724
032_b6v.jpg,1.1885411376953126,24.99245524406433
033_b7r.jpg,1.3935955505371094,24.57993507385254
034_b7v.jpg,1.1921783447265624,24.881084203720093
035_b8r.jpg,1.282666442871094,24.0152325630188
036_b8v.jpg,1.1936304321289062,24.84369015693665
037_c1r.jpg,1.2360297546386718,23.65822005271912
038_c1v.jpg,1.1928184509277342,24.856215953826904
039_c2r.jpg,1.2346866455078125,23.54291844367981
040_c2v.jpg,1.1927720947265623,24.68445086479187
041_c3r.jpg,1.2352080688476563,22.992048740386963
042_c3v.jpg,1.1907425231933595,24.82474565505981
043_c4r.jpg,1.2380845642089844,23.39750051498413
044_c4v.jpg,1.1914444580078123,24.7583909034729
045_c5r.jpg,1.237155792236328,23.121167421340942
046_c5v.jpg,1.1919155883789063,24.5385959148407
047_c6r.jpg,1.2351614379882812,23.18420934677124
048_c6v.jpg,1.1908114624023438,24.60817790031433
049_c7r.jpg,1.2360936279296877,23.321730852127075
050_c7v.jpg,1.191627960205078,24.599443435668945
051_c8r.jpg,0.9884700317382812,23.079002141952515
052_c8v.jpg,1.188937042236328,24.74339818954468
053_d1r.jpg,0.9270593185424804,23.67331624031067
054_d1v.jpg,1.1882459716796876,24.701875925064087
055_d2r.jpg,0.8806592483520508,23.3056161403656
056_d2v.jpg,1.1878367919921875,24.89808940887451
057_d3r.jpg,0.9258416976928712,23.801820278167725
058_d3v.jpg,1.1878883972167968,24.59030842781067
059_d4r.jpg,1.015223068237305,23.802664756774902
060_d4v.jpg,1.577202575683594,25.02891993522644
061_d5r.jpg,1.3156299743652344,23.983031749725345
062_d5v.jpg,1.5308507080078124,24.944796323776245
063_d6r.jpg,1.3123617553710938,24.26868057250977
064_d6v.jpg,1.537162322998047,24.73305082321167
065_d7r.jpg,1.314915954589844,23.84200382232666
066_d7v.jpg,1.2441747131347656,24.526604175567627
067_d8r.jpg,1.2659548645019532,23.858565092086792
068_d8v.jpg,1.3623439331054688,24.6727454662323
069_e1r.jpg,1.3753735961914062,24.1737060546875
070_e1v.jpg,1.530792999267578,24.982243537902832
071_e2r.jpg,1.381976867675781,23.80724549293518
072_e2v.jpg,1.1712144165039062,24.712174892425537
073_e3r.jpg,1.3523878784179688,24.05283546447754
074_e3v.jpg,1.0533020629882812,24.831985235214237
075_e4r.jpg,1.3521130981445313,23.52834963798523
076_e4v.jpg,1.4126621704101563,24.887577533721924
077_e5r.jpg,1.1437737426757812,23.30902671813965
078_e5v.jpg,1.2545044860839842,24.52461838722229
079_e6r.jpg,1.1370724182128906,23.6448073387146
080_e6v.jpg,1.2150433044433593,24.007895708084103
081_e7r.jpg,1.433882293701172,24.700695991516117
082_e7v.jpg,1.0151397094726562,23.443904161453247
083_e8r.jpg,1.4416617126464844,24.94315457344055
084_e8v.jpg,0.9580796051025392,23.803919792175293
085_f1r.jpg,1.3986431274414064,24.202839612960812
086_f1v.jpg,1.5509484558105469,24.804914712905884
087_f2r.jpg,1.4208223266601565,24.47934365272522
088_f2v.jpg,1.5450872802734374,24.803919553756717
089_f3r.jpg,1.377331787109375,24.208208560943604
090_f3v.jpg,1.5476676940917968,24.78957486152649
091_f4r.jpg,1.5043786926269531,25.224278926849365
092_f4v.jpg,1.2030273132324218,24.34454727172852
093_f5r.jpg,1.376021697998047,24.21902084350586
094_f5v.jpg,1.2016068725585938,24.67094349861145
095_f6r.jpg,1.421324981689453,24.40349316596985
096_f6v.jpg,1.2027717590332032,24.38268184661865
097_f7r.jpg,1.4269674987792969,24.440173864364624
098_f7v.jpg,1.1995009155273435,23.988773584365845
099_f8r.jpg,1.4221063232421876,21.805917501449585
100_f8v.jpg,1.2021558837890625,23.29793381690979
101_g1r.jpg,1.3930545043945313,22.915424346923828
102_g1v.jpg,1.2021159362792968,24.433887481689453
103_g2r.jpg,1.3967572631835936,24.178152561187744
